screen_name,retweeted_user,content_type
twitfan62xx,letters4trump45,RT
blessedache,,Tweet
Mouse72550Teri,KTHopkins,RT
extrat9,John_KissMyBot,RT
lanecat,Jim_Jordan,RT
65_mitchell,dbongino,RT
rosanne591952,mollyday15,RT
fortunenewo,CarpeDonktum,RT
bullhornymous,,Tweet
madhatter7588,WhiteHouseLeaks,RT
VagHillary,RealCandaceO,RT
mathmom730,Emma4Change,RT
chilllingwithme,RealJamesWoods,RT
MakJae9,TeaPainUSA,RT
claradees,DeannaLorraine7,RT
benb_corsos,SenSherrodBrown,RT
pbeard1975,NRATV,RT
donadef97,grantstern,RT
hwholcomb,PeterDawsonUSA,RT
aliceeleach,RealJamesWoods,RT
patucitu,FullFrontalSamB,RT
ida_jo1911,,Tweet
delmarmx,newtgingrich,RT
cantkillzykl0n,SantaCarla4Prez,RT
SportsHutch,JordanChariton,RT
2bblack,RealJamesWoods,RT
LadyHuntrFishr,RNRKentucky,RT
FLoquasto,Doodisgirl,RT
AzlanSalims,tictoc,RT
RockportRebecca,RealJamesWoods,RT
CraigChermside,realTylerZed,RT
prichardbunch,realTylerZed,RT
Elijahb2,EricTrump,RT
fl85,,Tweet
rcarr57,FullFrontalSamB,RT
kfinne2007,naretevduorp,RT
michaelagodd247,_SemaHernandez_,RT
RL9631,PsychoMetalHed,RT
RobinCobb53,RepDanCrenshaw,RT
DreamalityEnt,,Tweet
CindyMunz,RealDrGina,RT
tubbs_renee,DanCrenshawTX,RT
MichaelT_45,goal1321,RT
BLBeck,Buskirk1969,RT
DianneBarr8,adjunctprofessr,RT
DonnaMc60424639,JaySekulow,RT
borgesbsoto,heyitsCarolyn,RT
LoriJac47135906,RealDrGina,RT
Jojo_Huck,ClifBar,RT
KennethSebasta,Jim_Jordan,RT
JamesZski57,newtgingrich,RT
april_wertz,charliekirk11,RT
KenGrimes9,Sundncefn,RT
shestheman,MichaelSkolnik,RT
ArkansasWorld,GeneMcVay,RT
denicolo_chuck,TeaPainUSA,RT
stevenlp,slkeeton,RT
nwoll64,1Romans58,RT
bigdawg629,TheRightMelissa,RT
SeanPTC,,Tweet
Jsmcneil6Susan,DanCrenshawTX,RT
Jitski43Kenneth,heyitsCarolyn,RT
TasmarazTas,EricTrump,RT
RobinCobb53,PaulHook_em,RT
scotpaulabear,AOC,RT
Peterk84465788,Ilhan,RT
GregSoriano5,alfranken,RT
MelTheMagaGirl,Doodisgirl,RT
UNewHavenGrad,UNewHaven,RT
RLobracco,Jim_Jordan,RT
chiaberta,BrennaSimonSays,RT
Mayogram1691,lifehaspurpose,RT
JillLyonMiller,dbongino,RT
Morgain21567853,heyitsCarolyn,RT
jengordonthomas,IlhanMN,RT
Tedzaster,KamalaHarris,RT
artzydragonartz,prageru,RT
NYCdweller,NYforSanders,RT
mobilmandy,MiaFarrow,RT
ghpatrick,KamalaHarris,RT
Rush530,Doodisgirl,RT
Bastard0fYoung,NYforSanders,RT
Basquelady2u2,Franklin_Graham,RT
MMMAGA9,MichaelT_45,RT
xtehlegendx,pattonoswalt,RT
MargaretheBrac2,realTylerZed,RT
Cozy1614,BrentBozell,RT
nwoll64,RepMattGaetz,RT
ladybug6253,RealJamesWoods,RT
MassagedivaML,Michelle4NM,RT
Paytonkeel00,nowthisnews,RT
MichaelT_45,mel_faith1,RT
OVOromo,RPedro_IV,RT
alisonfraser,thedailybeast,RT
Havenaar64,,Tweet
Jackson2020KAG,WhiteHouse,RT
startupnws,Medium,RT
EllenMoser10,BlazeTV,RT
darhar981,TejasPsycho,RT
haletravel07,FullFrontalSamB,RT
BucksUnredacted,BucksUnredacted,RT
_twiceborn_,thelionlogos,RT
AimeeDearmon,TeaPainUSA,RT
NewtTekell,Ilhan,RT
CityofTwoRivers,CityofTwoRivers,RT
NanaMagL,SenSanders,RT
aswang,,Tweet
oclare2043,realTylerZed,RT
chowryn8,Phil_Lewis_,RT
BBAM7741,Jim_Jordan,RT
thoover230,EricTrump,RT
sandi_childs,SenMarkey,RT
MARLENE51191783,DanCrenshawTX,RT
ruloscortos,VOANoticias,RT
MargaretEverson,Jim_Jordan,RT
thesagaofzoe,lindsemcpherson,RT
sudischuricht,DonaldUS2020,RT
maryburcham2,heyitsCarolyn,RT
HYVEE7,,Tweet
darhar981,deanbc1,RT
mikes56131074,Jim_Jordan,RT
StantonsBalls,TeaPainUSA,RT
DeereClascic,Truthseeker126,RT
FluffscruffJrs,SenBlumenthal,RT
ChaplainDM,JaySekulow,RT
Democratocracy,WhiteHouseLeaks,RT
alishajane777,w_terrence,RT
micheletraxx,JeffreyGuterman,RT
lori_tech,MagaAngeles,RT
WolgangUSA,heyitsCarolyn,RT
jeangalvanonly,mikebwonder,RT
AgtMluis,MichaelSkolnik,RT
MikeLee762,RightWingLawMan,RT
HagnessKnope12,Montejp231,RT
arniesantori,george_capen,RT
melodyisdestiny,SteveRattner,RT
VagHillary,ScottPresler,RT
dilcia2408,VOANoticias,RT
Montejp231,george_capen,RT
RecTherapistVA,,Tweet
JohnLFerris,DGComedy,RT
lori_tech,MagaAngeles,RT
edwardmtz7,EricTrump,RT
MdNasir81346476,heyadiana,RT
HLAurora63,hirschA8720,RT
patriotsrock307,Lrihendry,RT
4wrdObserver,4wrdObserver,RT
jessilyn_may,,Tweet
AlRobins2015,realDonaldTrump,RT
Suepe_Z,jameshohmann,RT
AnthonyBourque,amyklobuchar,RT
KatrinkaUp,Ilhan,RT
flowersoffate,KTHopkins,RT
Mayogram1691,lifehaspurpose,RT
sparkyNadine,kelseyjharkness,RT
marksmi15221754,WordswithSteph,RT
marvinanderica,heyitsCarolyn,RT
FalcoNat38,JonLionFineArt,RT
mariedemastes,,Tweet
GroveDonna,chefjoseandres,RT
JeanneBevan,AOC,RT
emilinaaaaaa,Public_Citizen,RT
AntiSoc15951186,EricTrump,RT
malkie33,,Tweet
DorothyWalsh1,MiaFarrow,RT
Mike_Shid,StandingDarrell,RT
NPixtonrealDL,IvankaTrump,RT
philipmsuh,RealJamesWoods,RT
RockinBarS,RealJamesWoods,RT
isabllajimenez,KaitMarieox,RT
raul12326622,VOANoticias,RT
ZakiBouhkbouhk,Scavino45,RT
reesean,GabbyGiffords,RT
Humbaby1,heyitsCarolyn,RT
KPassWis,amyklobuchar,RT
flipsville,OHDems,RT
MelTheMagaGirl,Matthewcogdeill,RT
aeffinger,amyklobuchar,RT
ephemeralobject,jameshohmann,RT
KKatMiss,realTylerZed,RT
AnneAlbers5,VOANoticias,RT
hotrod_mom,Franklin_Graham,RT
monicaxlynn,OutFrontCNN,RT
MarkGooch4,RealJamesWoods,RT
JeremyKindle23,DonnaWR8,RT
Tambopaxi,TeaPainUSA,RT
statedepttweet,USAdarFarsi,RT
GreatGovTweets,USAdarFarsi,RT
DavidH_QFD_X,RealJamesWoods,RT
KatrinkaUp,,Tweet
Montejp231,,Tweet
alisabatman,INTJutsu,RT
TB359,GOP,RT
vivienmiss,RealJamesWoods,RT
ayostastic,DanCrenshawTX,RT
11thDems,RepHaleyStevens,RT
Bluevodreal,WhiteHouseLeaks,RT
fl85,,Tweet
cr99145087,GOP,RT
fraterdelaney,ClifBar,RT
Zaye051,KamalaHarris,RT
tru768,mimimayes13,RT
matthewhdavis,NCRIoTWRALTechWire,RT
Antoinotabot,realTylerZed,RT
gumballpro,FLOTUS,RT
Bongsong2,Rational_Vision,RT
linda_troxell,BrentBozell,RT
glamtriathlete,ClifBar,RT
shannoneffects1,wonderworld2016,RT
souplady723,carolspvelloso,RT
civicosv,shannonrwatts,RT
KennInwood,RealJamesWoods,RT
John8Wick5,GOP,RT
SicilianGirl208,johncardillo,RT
_libour_,RealMattWalter,RT
free_dm,,Tweet
rgreader,EpochTimes,RT
sandi_childs,SenMarkey,RT
RobinCobb53,Telford_Russian,RT
ElkeHansen7,SaraCarterDC,RT
ron_crshag,RealJamesWoods,RT
Mouchit91,votevets,RT
gracelawson,spicykezzinnugg,RT
reluctantdem,NYforSanders,RT
19tk69,socflyny,RT
YolyBaptista,VOANoticias,RT
PeterJ170,RealJamesWoods,RT
WWG1WG2020,BoogieBumper,RT
LaYenyRivera,jojoh888,RT
Susannapotter13,Tombx7M,RT
melissakernst,LeaderHoyer,RT
ReneeB_75,peterdaou,RT
Lmchristi1,Sundncefn,RT
FIgdari,RepAdamSchiff,RT
umkellers,heyadiana,RT
lori_tech,Sundncefn,RT
pachomesag,VOANoticias,RT
tink2216,greenpeaceusa,RT
marksmi15221754,george_capen,RT
heyjude5814,RealJamesWoods,RT
hansgribble,GOP,RT
FalcoNat38,kharyp,RT
WayneO361,heyitsCarolyn,RT
RDRPRO1,heyitsCarolyn,RT
PaddyTopp,Doodisgirl,RT
rcCola74,Michelle4NM,RT
Sammi2000sm,RachelWard301,RT
BobPage43582244,1Romans58,RT
ArizonaKayte,letters4trump45,RT
Wolffox6,heyitsCarolyn,RT
johncla593,AllenWest,RT
PeterisAvotins,TeaPainUSA,RT
souplady723,Doodisgirl,RT
trapper29,Lrihendry,RT
slay1_co,heyitsCarolyn,RT
1213Shane,TeaPainUSA,RT
SiddonsDan,Doodisgirl,RT
StuNeff,Boo3zero5,RT
razifratz,heyitsCarolyn,RT
jamesboyett,intheMatrixxx,RT
COMBATWARRIOR5,WhiteHouseLeaks,RT
RidgeKayser,Jetsta812,RT
michaelchipman8,heyitsCarolyn,RT
SlappyKeller,tictoc,RT
edebroeck,IlhanMN,RT
tollgatelady,Jim_Jordan,RT
jj15ball,TeamPelosi,RT
Alexivanov7777,Alexivanov7777,RT
betz_fz,sighnatasha,RT
Sal_The_Rattler,ARmastrangelo,RT
Ralphcramde,adjunctprofessr,RT
FoxenBoxen,AliMortell,RT
HermesPulgar,VOANoticias,RT
NomadCovfefe,ConservativePTZ,RT
VanidaPeters,Sundncefn,RT
WolgangUSA,HLAurora63,RT
rk70534,IlhanMN,RT
nelendoza,VOANoticias,RT
MagaMedia_LLC,GOP,RT
heyjude5814,realTylerZed,RT
kenny6727,heyitsCarolyn,RT
linckerney,Tombx7M,RT
NeedToPray,GOP,RT
SupaDavetheQue,GabbyGiffords,RT
robindsanchez,MichaelSkolnik,RT
Prep4EndTimes,Franklin_Graham,RT
GenevieveMcCun1,Franklin_Graham,RT
TheWantedEmcees,realDonaldTrump,RT
dec_veteran,iava,RT
CarolSi01091671,Maga4Justice,RT
Derrick_RE,EricTrump,RT
HighUpNorse,intheMatrixxx,RT
65_mitchell,Jim_Jordan,RT
HarrodRenee,heyitsCarolyn,RT
BethicaLoney,BettyBowers,RT
LindaGi80226574,Franklin_Graham,RT
janlynne2002,TeamPelosi,RT
sudischuricht,GOP,RT
Tom_Warman_,MomentumCV,RT
AnnetteKendal12,PoliticusSarah,RT
salterwolf3,CarpeDonktum,RT
Teresam46396557,Truthseeker126,RT
colleen2301,RealDrGina,RT
handgunowner,heyitsCarolyn,RT
gance_linda,DanCrenshawTX,RT
KNatkaniec,cspan,RT
ShawnHoyer,,Tweet
MarkEisel,Denlesks,RT
DeeGR8whiteluvr,heyitsCarolyn,RT
payne59,intheMatrixxx,RT
phyll_indablank,,Tweet
flatul8r,EricTrump,RT
MicheleKozal,RoseDC11,RT
Pinay_MAGA,RealJamesWoods,RT
RokinRobin,RepDeanPhillips,RT
iamsanjushetty,abpnewstv,RT
ColdWind11,JimBovard,RT
_LADubz,,Tweet
einheit,MichaelBerrySho,RT
DeborahPagano2,GabbyGiffords,RT
gance_linda,EricTrump,RT
anatdm2204,VOANoticias,RT
BhindiB,Quadrant4change,RT
McfeetersM,SenSanders,RT
DfBozzy,amyklobuchar,RT
allymartell1,nowthisnews,RT
memory_veteran,USATODAY,RT
sharonbryant76,FLOTUS,RT
mericaisrael,GOP,RT
tictoc,,Tweet
lwsimo777_1954,Rational_Vision,RT
DeborahPagano2,GabbyGiffords,RT
MShantyne,KTHopkins,RT
MagaSherrie,JoeFreedomLove,RT
Bongsong2,GOP,RT
AlterfaxJ,TeaPainUSA,RT
shannoneffects1,DonnaWR8,RT
TylerGroesbeck,DanCrenshawTX,RT
blair_houghton,SenSanders,RT
AmyElisa3,RealJamesWoods,RT
DeborahPagano2,GabbyGiffords,RT
ImmoralReport,SoarForFreedom,RT
azfrancher,RealDrGina,RT
shelbykaitlin10,FullFrontalSamB,RT
WeeMansplain,RealJamesWoods,RT
Imorg2,WhiteHouseLeaks,RT
Lisa32686,,Tweet
darhar981,LindaForAmerica,RT
GibbyBeasley,Sundncefn,RT
yojudenz,MillennialCon_,RT
DeborahPagano2,GabbyGiffords,RT
salerno_richard,heyitsCarolyn,RT
libertyanfree,RealJamesWoods,RT
dumpbloatus,angelvuittons,RT
joyvcollins,TeaPainUSA,RT
jolovescandles,intheMatrixxx,RT
DebS96135026,Ilhan,RT
MCinVB,realTylerZed,RT
leon31972,TeaPainUSA,RT
ColeaseW,ScottPresler,RT
DrBrownClarence,,Tweet
macplumber,realDonaldTrump,RT
johnsuddath,GuthrieGF,RT
DeborahPagano2,GabbyGiffords,RT
KeithOB224,Truthseeker126,RT
heeledandjagged,RonPlacone,RT
civic2013sp,heyitsCarolyn,RT
manicpixiemama,pattonoswalt,RT
debra0120,EricTrump,RT
Luvi66477505,KamalaHarris,RT
MaryLuc777,AllenWest,RT
charizardous,KamalaHarris,RT
GIowing0rb,TeamPelosi,RT
AbgrallOliv,KTHopkins,RT
jayedominique,nowthisnews,RT
AMAC31545,RealJamesWoods,RT
HighUpNorse,TheRealMaddog58,RT
macplumber,realDonaldTrump,RT
BillLandis4,heyitsCarolyn,RT
lwsimo777_1954,GOP,RT
freedom_girlbot,heyitsCarolyn,RT
Cowgirls4Trump,heyitsCarolyn,RT
sandi_childs,RepMarcyKaptur,RT
pinkk9lover,Tombx7M,RT
ConservetiveOne,,Tweet
GIowing0rb,TeamPelosi,RT
brianwins5,tedlieurealDonaldTrump,RT
mightymykey1,Redpainter1,RT
Grumpy0517,RealDrGina,RT
dartzhouse,dbongino,RT
65_mitchell,RealDrGina,RT
payne59,intheMatrixxx,RT
indraleelen,TimRunsHisMouth,RT
abbaeema41,kimguilfoyle,RT
yourockrussell,TulsiGabbard,RT
lwsimo777_1954,dbongino,RT
scistar86,AOC,RT
kmccar7942,TeamPelosi,RT
Baker_Rules,RealJamesWoods,RT
Mangel2020,EricTrump,RT
wakaleach,KamalaHarris,RT
BufftickMichael,LATAMforTRUMP,RT
ConnieCase56,CBSEveningNews,RT
lwsimo777_1954,Jim_Jordan,RT
mercealfonzo21,ObservadBinario,RT
FlatteryGet,heyitsCarolyn,RT
fortunenewo,RedStateMemeWar,RT
JaretHale,DanCrenshawTX,RT
notxsteve,KTHopkins,RT
FortaliceLLC,,Tweet
duanekloeppleGK,March_for_Life,RT
bmac_4Trump,,Tweet
birdybrain58,DrDenaGrayson,RT
Imwithher39,RepBobbyRush,RT
YouGiveMeFever7,SaysHummingbird,RT
wood_worker_01,BFT_Podcast,RT
Winning17Trump,RealJamesWoods,RT
queue1776,CarpeDonktum,RT
BondJudy,SLT20201,RT
DaleRutz,TeaPainUSA,RT
Peanut76897738,GOP,RT
Swevensongs,TeaPainUSA,RT
ljbrilljr,StandingDarrell,RT
pixelcandie1,MichaelT_45,RT
KenGrimes9,MichaelT_45,RT
S71,,Tweet
Savedangel61,BrentBozell,RT
_pascuzzo,SaysHummingbird,RT
NewsPressNYC,ConservativePTZ,RT
LoriJac47135906,Doodisgirl,RT
Thefootlady34,,Tweet
Lisa32686,Jim_Jordan,RT
Jfkg83143042,charliekirk11,RT
johanehbert1,ItsGeraldineHoe,RT
SoarForFreedom,SoarForFreedom,RT
BarbaraLNewsome,NYforSanders,RT
casperthemedic,heyitsCarolyn,RT
TylerMayoras,ClifBar,RT
dragonstang1,Bossy_Leah,RT
mattjward,GreenPartyUS,RT
Trumpette1965,heyitsCarolyn,RT
SmithSchutt,anon741776,RT
shestheman,feministabulous,RT
KenGrimes9,letters4trump45,RT
GIowing0rb,WhyNot_RESISTS,RT
bworrall2,Jim_Jordan,RT
PaulaJo41820905,heyitsCarolyn,RT
Mudguppi,cain_nate,RT
shadow1058,bryanbehar,RT
WiseOldQueen,KTHopkins,RT
slkeeton,,Tweet
HotBeakUS,,Tweet
realpvt,BlazeTV,RT
DrewDrewYou,mindfad,RT
StephenLday2,amyklobuchar,RT
Amador_News,,Tweet
nyalb13,hirschA8720,RT
buzz_commander,EricTrump,RT
Pompano_Ann,AllenWest,RT
BrendaMcDonagh6,SpecNews1SoCal,RT
ANEL_MCBO,VOANoticias,RT
johnwoolf,heyitsCarolyn,RT
kcmohondro,ChrisJZullo,RT
LausDeoAmerica,GoboMontaco,RT
LoraFisherPOV,amyklobuchar,RT
Popcornbytes,Daniel_Lewis3,RT
Heinric12517350,Exec_Edtr_WJ,RT
7soonyjam,heyadiana,RT
edwardmtz7,TheRightMelissa,RT
BethicaLoney,IndyK46220,RT
vmpcott,SenTedCruz,RT
jillyillg2,JeffreyGuterman,RT
lulabelldesigns,obianuju,RT
NikkiPorter2010,KamalaHarris,RT
sandiegodavo,renomarky,RT
RU4OSU,GOP,RT
realhenryk,heyitsCarolyn,RT
NAACPdsm,NAACP,RT
BlockchainEng,Michelle4NM,RT
benpat34,NRATV,RT
ncs_kdawg_65,EricTrump,RT
ChelRBR,TimRunsHisMouth,RT
curious42,RealJamesWoods,RT
TRUTHbyINDIGO,GabbyGiffords,RT
ljbrilljr,JamesWa55188246,RT
BhindiB,NewsHour,RT
JimPolk,HLAurora63,RT
lulabelldesigns,obianuju,RT
CraigChermside,charliekirk11,RT
GhernBlanstein,realTylerZed,RT
wesew403,TeaPainUSA,RT
SpuytenDyvil,pattonoswalt,RT
DeannaGarcia6,votevets,RT
ojopelao69,VOANoticias,RT
beckypike34,AllenWest,RT
RudeRawRex,RealDrGina,RT
gstowers835,jameshohmann,RT
gg7tko,RealJamesWoods,RT
callie90192488,PsychoMetalHed,RT
DeborahAissaoui,pollsofpolitics,RT
julynewmoon,NYforSanders,RT
TMHNILM,Don_Vito_08,RT
marksmi15221754,AmandiOnAir,RT
PetilloSuzette,Blessttt,RT
_Americanmom,cain_nate,RT
Sherylarsenaul2,SenTedCruz,RT
BirdogQcy,DanCrenshawTX,RT
Americanme7,mrntweet2,RT
fred_lipschitz,Franklin_Graham,RT
King_Kente1,VOANews,RT
visualhilite,Emma4Change,RT
JimPolk,mikebwonder,RT
dodgehemi04,Jim_Jordan,RT
pike_wilma,FLOTUS,RT
ladydshops,Tombx7M,RT
mariuspowell,eakuhl,RT
truth_isnt_hate,Jim_Jordan,RT
IAmzxc1,Jetsta812,RT
renomarky,renomarky,RT
afrenchx21,TimRunsHisMouth,RT
jacalyn567,heyitsCarolyn,RT
Knudsen2Andrea,V_actually,RT
PresidentialWC,reproaction,RT
Daolimx,KamalaHarris,RT
Melissa71998358,TrinityResists,RT
condor56,amyklobuchar,RT
Rodscowboylife,realTylerZed,RT
LoraFisherPOV,TeaPainUSA,RT
HYEvans,mishacollins,RT
MichaelWaltrip1,FLOTUS,RT
VictoriaPrudkov,RealJamesWoods,RT
PRKDMc,petehalvorsen,RT
HollyGilder,SenSchumer,RT
NewtTekell,DanCrenshawTX,RT
bails94,mikebwonder,RT
bigforkgirl,amyklobuchar,RT
Morenitapetite2,RepAnnieKuster,RT
ComNolkys,VOANoticias,RT
BrAiNfReEzE69,heyitsCarolyn,RT
FollowChrist7,TheTestyTarheel,RT
PetilloSuzette,GWorks55,RT
DJMaurice71,DanCrenshawTX,RT
Popcornbytes,TrinityResists,RT
AixzaAixza2,TeaPainUSA,RT
karenpenquet,aijenpoo,RT
JosieBrownCA,amyklobuchar,RT
nicoleeegodoyyy,RPedro_IV,RT
kristalhomsy6,judyschear,RT
AshCraver,pattonoswalt,RT
sturm_tracey,k_ovfefe,RT
monicaxlynn,tictoc,RT
maryannstewart1,heyitsCarolyn,RT
Take_Down71,,Tweet
Zangalang420,allidoisowen,RT
AGoblinIRL,TulsiGabbard,RT
dblawson13,RealDrGina,RT
GHCT1776,WhiteHouseLeaks,RT
wyndsayl,NBCNewsSignal,RT
ProgressiveJon1,March_for_Life,RT
telemal,Don_Vito_08,RT
darmagirl24,nowthisnews,RT
robertdunlap947,Tombx7M,RT
BuffaloInABox,jojoh888,RT
dsshep1959,Doodisgirl,RT
mrgnlvthmpson,bkurbs,RT
hillcreststjohn,tedlieurealDonaldTrump,RT
colorado2ndhome,heyitsCarolyn,RT
Fruie69,nowthisnews,RT
luckygirrl,SenSanders,RT
suatkl_suat,IndyK46220,RT
DragonForce_One,,Tweet
cheaptrickone,heyitsCarolyn,RT
menocu,RepKatieHill,RT
StrutV22,EricTrump,RT
LyndaG1963,newtgingrich,RT
laabundancia171,VOANoticias,RT
fashionusaukmag,FLOTUS,RT
Rz88Tom,GOPLeader,RT
lastchance4usa,realTylerZed,RT
AIRITE23,WhiteHouseLeaks,RT
Snappah1,V_actually,RT
shash1026,GOP,RT
GenevieveMcCun1,RealJamesWoods,RT
ComeEdge,shipman96,RT
TheBarbaraGame,RealJamesWoods,RT
Itsoktoday1,Don_Vito_08,RT
SpringSteps,KatiePavlich,RT
LoraFisherPOV,,Tweet
FemaleFaker,heyadiana,RT
fsjenner,TeaPainUSA,RT
Earthling62,Emma4Change,RT
janlynne2002,SaysHummingbird,RT
breckmark,sfpelosi,RT
Patriot17USA,realTylerZed,RT
Rightinaleftsta,realTylerZed,RT
CheeTaal,realDonaldTrump,RT
yojudenz,Chris_A10_USA,RT
AixzaAixza2,Marina_Sirtis,RT
denisekartes,reign_patriot,RT
Norm_berry,TrinityResists,RT
casabrenat,mikebwonder,RT
kkjhaw,heyitsCarolyn,RT
WeAreWakanda_,socflyny,RT
WillsLyn,realCalebLawson,RT
wyckyd1,heyitsCarolyn,RT
AGUNDALEONARD,realTylerZed,RT
BitSecks,KTHopkins,RT
Biasjo,RealDrGina,RT
KaregaMutahi,KTHopkins,RT
SL43_Ordnance,Franklin_Graham,RT
Smart3Stacy,Sundncefn,RT
crazydiamond_pf,RepDeanPhillips,RT
FrakerMonica,PaulLeeTicks,RT
KTTexgal,BFT_Podcast,RT
Ladybeautyrep,,Tweet
badboy129,RealJamesWoods,RT
LMCruz26,shannonrwatts,RT
MAGAtruckerwife,heyitsCarolyn,RT
JimBovard,JimBovard,RT
24k_Blonde,Roosterman82,RT
Tony49119420,heyitsCarolyn,RT
LouiseKingston7,Lrihendry,RT
CathyCochrane1,,Tweet
deedee1650,KTHopkins,RT
WzDemShitPoster,TheMorningSpew,RT
Pissed_Pat,RealMattWalter,RT
Roastar2,FLOTUS,RT
JimSloter,PolitixGal,RT
InkedFaux,KamalaHarris,RT
channie_55,RealJamesWoods,RT
redraegunn,JeffreyGuterman,RT
CEB_AmeriCan,RealJamesWoods,RT
ida_amore,TIME,RT
Deplorable913,WhiteHouseLeaks,RT
TheNoss1,mrntweet2,RT
erikclee,myserenity69,RT
ViceUmbrage,PattiaGarder,RT
ooscarmiguel,Jim_Jordan,RT
TobyMGMKE,mayaharris_,RT
shulsie,shonhopwood,RT
DianneBarr8,RealJamesWoods,RT
PramodM61231713,abpnewstv,RT
USPATROIT4EVER,hirschA8720,RT
SourdifJ,amyklobuchar,RT
USAFirstTRUMP,mikebwonder,RT
badam4ser,AllenWest,RT
themohill,,Tweet
sofarihaze,Sundncefn,RT
BranaaJean,,Tweet
88milesanhour,KTHopkins,RT
suki3hunna,TeaPainUSA,RT
MrGantri,TallahForTrump,RT
loriann2639,RealJamesWoods,RT
SaraBur34346249,ZerlinaMaxwell,RT
cjcalgirl,StephenAtHome,RT
GregSoriano5,KamalaHarris,RT
claradees,RickOhioImBack,RT
joannaryalls,TimRunsHisMouth,RT
karen75494060,FLOTUS,RT
Never4Nothing,realTylerZed,RT
hanzel609,libertylady44,RT
BhindiB,heyadiana,RT
H_Town_74,amyklobuchar,RT
monicaxlynn,nowthisnews,RT
gspatton007,letters4trump45,RT
Anastas07709479,VOANoticias,RT
mountain_viper,RealDrGina,RT
quuquu,KDpuolue,RT
spinderella2525,TeaPainUSA,RT
running_marko,pattonoswalt,RT
FredBarron20,heyitsCarolyn,RT
CATCLANOYABUN,KamalaHarris,RT
_985195,StateDeptrealDonaldTrump,RT
DunnoAbout,Jim_Jordan,RT
susanlynne02,kellyychoi,RT
ForHisGlory52,frankgaffney,RT
LoraFisherPOV,,Tweet
cherrybos,mrntweet2,RT
amoinga_amanda,Franklin_Graham,RT
Kathlee94595215,RealKyleMorris,RT
gordaara,VOANoticias,RT
iamasoremaseka,realTylerZed,RT
shannoneffects1,Kindhearted2015,RT
nkvhokie,amyklobuchar,RT
melony610,GoboMontaco,RT
4realDJsdream,HLAurora63,RT
WWG_1WGA_,realTylerZed,RT
montem_11,FLOTUS,RT
mnelson64,TeaPainUSA,RT
TheMightyWord,GeneMcVay,RT
60sReno,heatherjones333,RT
sturm_tracey,CBSEveningNews,RT
WriteRN,FLOTUS,RT
jesskuhh92,mikebwonder,RT
SrFeely,adamclanton,RT
channie_55,TimRunsHisMouth,RT
pmjrshark,spicykezzinnugg,RT
Chickapea60,Jim_Jordan,RT
PolitixGal,PolitixGal,RT
TokyoGirl137,PPFA,RT
evae1960,MarkSimoneNY,RT
UMassNews,,Tweet
boldan_ank,Michelle4NM,RT
Holly2360,realTylerZed,RT
kldreams61,intheMatrixxx,RT
Dee30244397,FLOTUS,RT
Markushka108,RealJamesWoods,RT
X62048239,CarpeDonktum,RT
MissJoansie,KamalaHarris,RT
Beast8472,realTylerZed,RT
GregSoriano5,AOC,RT
taybreah,nowthisnews,RT
debbiejo27,RealJamesWoods,RT
ShoeKat,realTylerZed,RT
suehagadorn,votevets,RT
BOKCHOI666,DanCovfefe1,RT
wilsoa2000,Rational_Vision,RT
VoicesofBangla,PoliticusSarah,RT
Nucman9,RealJamesWoods,RT
Heeeellllooooo,Anon_decoder,RT
jugggler,Michelle4NM,RT
cap619,heyadiana,RT
cfbronco,_SJPeace_,RT
cjlovesamerica,mrntweet2,RT
MarjConn,NORCNews,RT
PritchettHollis,realTylerZed,RT
AlisonWolfMason,GOP,RT
FalcoNat38,sfpelosi,RT
CowcherJoseph,NASA,RT
MT19kilo,DanCrenshawTX,RT
seaworthy33,HISTORY,RT
PatrickHenryQ,DennisMJordan,RT
EliInserny,VOANoticias,RT
jess__land,Michelle4NM,RT
OfPainters,AllenWest,RT
elephantile10,SaysHummingbird,RT
TedMeigel,heyitsCarolyn,RT
jc_everson,RealJamesWoods,RT
anitagrr,KamalaHarris,RT
zooyork03,KamalaHarris,RT
KJBraci,IlhanMN,RT
VanidaPeters,DebbieTheMOTS,RT
funkster1025,MSNBC,RT
JaneMarieGardn2,SteveRattner,RT
Premier_Lover,WTP_REPORT,RT
NSingerDebtPaid,Larry_Wilson_,RT
NikkiSchwab,,Tweet
littlebitgood,AllenWest,RT
MyLandsberg,1Romans58,RT
First_Focus,shortestlawyer,RT
Neh8ten,JenniferWishon,RT
sg_ndlon,sg_ndlon,RT
lwsimo777_1954,Rational_Vision,RT
Biasjo,Lrihendry,RT
LifesAB89104175,TeaPainUSA,RT
MsBee777,heyitsCarolyn,RT
X00010011,yashar,RT
charlesfowler,KTHopkins,RT
Jbelle04,,Tweet
NoImperialismo,NoImperialismo,RT
Lewie_Pugh,Land_Line_Mag,RT
igott2bme,DrDenaGrayson,RT
cabbage_james,FLOTUS,RT
AixzaAixza2,OutFrontCNN,RT
ChelRBR,heyitsCarolyn,RT
audean16,Tombx7M,RT
NicoleBellows,FrankLuntz,RT
tired_crap,GOP,RT
brentpeggy,Doodisgirl,RT
auntymimi69,TeaPainUSA,RT
mikeelders1,MrTommyCampbell,RT
Se7eN32781870,realTylerZed,RT
practicepeace1,KatTheHammer1,RT
danvonbro,heyitsCarolyn,RT
